student_id,focus_index,burnout_level,productivity_score,exam_score
2878,34.04,26.05,63.14,34.14
3816,1.0,67.26,1.0,1.0
4017,29.86,50.81,47.42,23.7
4678,17.93,44.34,15.21,5.11
3680,24.16,45.61,7.09,1.0
1272,36.04,38.12,39.13,17.59
3078,37.49,44.17,32.06,9.87
4502,44.37,45.04,60.27,33.46
3095,23.65,40.36,31.22,17.97
4654,42.68,15.18,55.48,38.05
348,22.48,59.52,15.41,1.54
3882,56.21,49.29,71.87,50.39
4624,32.87,41.78,48.03,26.03
2563,21.76,36.69,20.44,7.21
4591,37.03,38.92,58.41,28.4
1424,37.28,50.54,48.9,31.75
657,16.45,31.96,23.97,17.06
2103,35.25,74.15,45.19,26.0
633,14.07,38.24,32.24,22.74
2893,20.14,51.67,16.85,1.0
2494,22.05,36.02,36.23,19.73
2666,35.07,45.06,28.94,19.79
4016,32.54,28.28,41.22,18.15
3663,30.85,73.63,40.09,13.2
3308,20.79,50.73,34.04,16.59
3097,18.25,37.43,20.09,5.35
3920,11.65,49.15,14.71,1.6
2501,27.09,49.59,22.51,5.88
1466,26.36,56.07,30.14,9.01
2834,28.18,34.36,33.53,22.18
116,27.87,35.31,29.84,11.69
1822,27.36,58.6,17.16,11.44
1495,41.21,39.49,56.57,35.45
2402,29.77,51.79,30.91,14.28
1233,28.55,40.1,30.5,13.8
2662,19.17,40.96,27.51,15.01
4101,30.16,49.29,36.03,13.26
4574,27.02,38.94,28.12,10.08
1154,25.93,60.02,27.3,5.47
3849,20.25,48.06,22.45,6.95
58,42.23,61.42,48.76,23.74
4105,17.06,50.1,11.51,4.02
4289,24.36,66.67,39.17,19.94
4946,35.74,29.88,59.9,35.47
1736,30.44,56.37,35.76,8.25
2197,31.86,75.95,42.41,17.46
3554,17.69,56.34,15.95,5.01
2476,47.98,47.26,74.33,45.12
2565,27.87,28.2,38.05,24.83
3159,36.67,36.45,31.98,21.49
4035,19.25,56.16,49.49,22.25
3656,40.86,58.93,65.85,35.02
708,15.0,40.73,10.96,1.28
4281,24.57,35.25,34.67,15.71
1094,31.65,46.57,35.96,21.1
4840,18.04,52.67,28.2,9.65
1377,27.76,69.71,33.1,10.51
4914,30.24,36.65,40.46,21.6
73,30.78,63.65,44.46,21.95
1923,16.04,53.39,1.0,1.0
3174,33.11,39.18,44.17,19.85
1765,31.58,33.43,37.86,19.12
744,43.68,52.2,62.2,37.33
4319,13.65,42.57,23.26,10.76
1006,36.41,60.65,47.39,25.99
2669,25.51,52.68,27.99,10.95
1191,31.76,30.96,58.7,42.98
4632,28.66,44.1,35.7,7.56
2602,31.13,57.98,15.76,8.81
1126,26.22,50.28,7.6,3.08
1242,15.41,81.64,24.56,1.0
4607,38.47,43.81,52.53,31.54
4131,41.73,62.0,46.58,21.61
3443,37.58,48.53,56.01,29.1
999,33.71,50.05,53.18,21.41
3387,52.21,26.6,72.1,44.61
2685,25.42,45.02,29.03,13.44
1578,32.13,42.28,50.21,32.36
4791,29.12,29.85,44.93,21.74
1827,19.56,39.45,33.79,12.43
3293,37.68,27.83,52.3,30.66
4990,18.23,76.79,7.2,1.0
3537,25.38,37.14,33.08,16.32
441,26.38,49.74,31.05,25.13
4952,31.95,21.01,31.94,32.51
1101,25.32,63.73,44.29,19.39
4011,33.9,37.87,40.0,26.67
3059,31.36,33.64,49.54,20.9
650,32.28,49.78,50.63,11.16
1547,32.08,78.79,54.35,19.41
4757,23.86,31.69,33.94,23.39
3561,33.75,65.16,36.36,18.73
3887,34.15,44.27,45.28,23.81
3742,15.58,63.56,28.83,6.09
631,36.29,52.71,49.37,24.29
673,34.56,56.03,61.26,37.67
1250,34.31,62.6,39.14,23.83
483,25.9,43.99,27.84,17.82
1585,32.48,32.1,32.99,11.51
3075,31.76,50.1,17.68,7.7
4628,29.01,52.89,34.25,10.73
3039,44.72,42.89,48.13,21.16
1463,38.45,35.04,54.42,27.41
3930,30.84,56.53,56.99,31.95
3622,37.63,61.12,47.01,21.68
2579,40.83,53.64,63.56,34.86
3802,11.08,57.11,26.2,7.5
50,40.88,40.04,62.99,38.31
4290,21.22,49.09,7.13,2.27
3345,30.24,52.82,46.22,30.54
859,24.55,46.78,18.85,9.89
1073,37.46,51.38,34.77,7.52
720,44.74,39.18,59.89,31.38
3718,28.41,55.47,39.0,13.11
2632,13.76,21.94,9.98,6.06
4874,38.71,42.64,39.38,26.23
1661,35.18,35.61,50.4,29.84
1657,25.43,24.08,15.29,22.01
2426,34.04,65.15,43.21,21.23
3525,33.91,1.18,53.85,40.48
4230,30.52,44.17,30.11,8.46
4975,29.24,39.17,37.77,16.54
3310,36.42,42.86,28.74,24.97
4477,15.58,54.5,18.67,11.24
3306,44.37,38.33,63.89,33.92
4752,21.01,24.37,21.07,15.45
4127,41.54,73.23,48.44,20.65
2607,28.57,39.45,34.74,5.46
1386,16.05,61.99,7.32,4.1
3836,39.53,51.62,56.63,29.33
1400,38.2,30.7,56.21,34.31
1196,25.51,49.97,22.19,13.82
1409,26.9,60.51,35.32,12.54
3825,43.84,75.53,52.07,24.99
1799,19.45,40.59,26.03,15.08
1476,28.81,39.63,37.32,17.7
4966,25.89,13.09,42.56,36.64
36,24.24,38.06,37.5,22.18
3542,35.01,60.32,48.33,22.88
2346,23.62,37.71,15.37,10.88
4679,17.34,47.16,24.87,6.12
2360,18.07,32.13,12.01,7.7
2207,42.66,65.75,33.83,14.85
3768,23.96,23.05,30.22,9.86
1287,22.38,34.9,37.0,20.32
350,28.49,32.55,48.64,24.81
2138,19.68,45.39,21.0,1.0
2692,14.24,41.2,4.7,1.98
4561,36.78,38.83,49.2,31.83
3968,26.69,47.55,27.58,13.4
1682,10.07,68.04,16.83,1.0
4835,6.4,69.24,1.0,1.0
1444,39.8,53.18,59.63,36.86
3244,24.46,53.59,16.8,11.42
1672,24.17,54.34,24.95,8.11
3837,42.01,45.72,43.36,24.93
1180,29.97,32.83,28.09,11.61
2799,27.83,33.32,26.51,12.05
1693,33.6,59.36,13.76,9.24
3957,46.89,49.69,58.33,28.77
373,21.63,44.56,28.68,15.1
3611,33.98,31.87,41.84,24.22
1917,28.55,61.85,30.38,23.72
1358,26.53,50.69,23.79,10.27
1826,30.73,51.01,19.58,13.04
787,27.95,72.49,28.1,1.0
470,30.88,73.74,57.43,29.31
141,29.18,27.37,41.41,29.57
789,17.31,48.84,27.59,6.15
324,10.52,50.56,3.54,1.41
51,26.45,48.16,13.75,4.33
715,14.93,64.38,3.09,1.0
4890,23.68,39.69,19.92,8.01
2841,5.04,63.98,8.5,1.0
2447,17.05,49.93,25.6,2.63
4814,4.36,38.6,17.01,1.0
4420,24.01,58.52,27.4,13.94
4597,35.76,46.77,48.77,25.57
3016,43.58,45.23,42.8,17.29
2667,31.65,33.72,51.63,24.2
407,24.14,77.07,32.09,11.38
3725,25.35,31.42,18.0,8.6
1005,41.53,33.49,64.62,29.11
3788,25.64,49.06,37.03,19.4
891,30.6,39.99,36.67,16.01
2412,40.81,35.71,52.99,35.37
2546,37.19,61.76,56.19,31.29
4834,28.58,25.43,41.56,23.54
2391,17.18,41.72,31.54,22.98
3941,41.72,50.49,53.19,29.85
43,14.39,22.39,25.29,18.54
2831,28.41,41.36,49.32,25.66
3966,19.95,48.3,27.47,9.16
304,18.82,53.66,16.05,1.0
4514,35.7,63.31,43.58,20.96
3748,31.75,30.47,43.23,26.74
665,36.31,48.6,74.7,39.7
1178,33.72,35.16,49.51,32.75
2677,25.84,49.08,25.84,13.83
1948,34.54,47.0,40.77,17.0
2502,31.78,53.72,30.74,10.94
1474,25.25,45.79,39.39,19.17
3484,45.29,40.54,47.8,33.38
3521,32.04,38.3,48.76,21.36
2133,35.5,62.8,40.47,13.44
1027,16.66,26.75,33.94,18.03
962,28.58,62.01,58.1,20.99
2890,44.53,42.92,69.18,38.72
3135,30.15,47.98,53.59,27.98
2010,47.42,60.02,67.5,39.16
2150,37.81,53.59,49.48,27.5
3324,24.76,35.89,33.3,11.15
2339,32.57,61.12,50.65,20.61
3889,50.63,49.97,67.88,41.68
305,33.25,43.78,40.83,14.83
1441,22.14,22.24,24.45,10.39
1497,10.82,46.96,21.07,9.4
2653,41.49,22.6,58.6,42.31
2876,30.6,51.37,44.93,21.18
917,11.37,13.67,8.54,2.27
4183,37.46,48.86,39.37,23.79
3722,23.6,40.4,22.38,1.89
2773,31.98,49.81,38.04,18.38
1625,52.07,38.89,75.21,45.23
3838,26.16,54.28,49.97,20.24
822,19.71,48.46,28.39,13.97
3965,23.59,41.13,42.66,18.09
1355,32.93,53.71,40.8,14.66
4498,32.58,31.5,44.44,27.5
851,28.77,60.1,44.31,19.61
1001,22.92,24.02,41.57,22.81
3378,19.12,69.84,27.0,1.9
19,13.74,54.29,24.66,6.54
1638,15.47,41.69,10.5,8.95
1668,33.27,39.09,37.45,18.48
494,57.1,24.46,76.02,55.96
1348,37.1,26.26,34.42,27.32
3728,18.15,57.03,25.87,7.29
4826,38.3,25.76,56.8,37.32
3615,30.22,41.77,32.56,11.42
3482,31.45,50.94,31.59,13.81
688,15.59,44.47,21.79,3.93
3732,38.05,36.54,48.35,31.77
1609,27.86,33.43,51.4,25.27
4085,30.4,36.15,59.36,23.68
3403,10.34,43.98,6.53,3.76
1010,9.86,40.91,13.28,5.6
2409,24.36,68.49,14.3,4.92
1093,25.23,47.08,32.19,22.49
1328,13.24,39.72,12.09,1.0
1678,33.89,24.71,33.79,29.95
2000,6.42,62.48,1.0,1.0
1311,13.57,43.89,20.05,1.49
3259,41.62,32.7,65.14,38.9
1988,24.74,36.65,47.3,22.69
3649,26.71,55.27,9.87,1.0
345,25.52,37.52,37.63,23.45
4483,20.75,27.72,42.22,28.4
987,31.07,38.29,42.96,16.75
4545,38.55,77.47,30.39,21.07
3808,42.1,43.39,50.14,28.63
4524,19.93,51.69,27.27,12.94
4003,24.88,39.88,40.33,12.93
3092,33.97,18.36,47.39,33.54
3962,26.87,37.94,52.18,25.22
1143,29.14,45.38,26.72,19.85
2359,22.9,47.04,31.66,10.81
1199,39.38,67.49,53.67,16.5
86,29.22,67.75,39.64,15.82
1519,32.29,40.07,44.17,22.27
517,35.59,66.15,37.65,12.6
1382,14.16,43.24,11.24,1.0
2717,27.12,49.71,22.33,1.5
3085,43.15,71.28,56.04,27.33
1015,38.66,6.95,46.94,26.12
129,17.89,60.56,16.45,3.53
1365,37.59,38.79,47.09,34.16
3624,15.44,41.14,6.11,3.0
4971,26.47,50.61,41.57,21.58
892,19.2,37.93,41.01,20.96
2794,31.79,34.24,31.46,25.05
4239,24.64,45.68,20.62,12.88
1360,34.67,85.41,31.13,14.9
308,24.53,44.32,15.23,1.0
1662,20.33,53.5,7.64,1.0
2432,38.51,26.91,65.17,44.42
3935,42.83,47.45,72.82,36.1
1318,22.73,70.95,17.9,1.0
4304,42.58,45.94,52.08,29.76
2475,18.99,45.82,33.86,9.99
2543,25.15,52.86,31.06,10.83
1247,37.93,56.89,48.44,34.99
1209,50.33,37.92,71.95,48.27
217,24.13,61.15,23.62,4.05
4293,39.96,45.67,44.81,27.01
3063,24.58,51.91,62.66,26.55
1240,21.43,47.09,27.83,17.3
2290,31.9,69.13,32.83,13.82
2741,36.03,43.14,59.43,30.96
276,47.29,18.46,79.77,48.78
490,41.24,34.65,38.86,29.36
1036,33.6,67.7,32.61,14.99
1230,33.53,27.6,53.82,36.64
4586,40.88,35.36,42.46,35.35
1009,37.85,21.23,55.18,25.32
4690,33.34,31.39,37.54,21.13
4027,26.67,63.71,30.53,11.86
3183,30.55,34.67,31.5,21.69
2533,34.34,54.16,49.15,32.16
4170,37.62,55.73,44.2,30.01
1059,25.85,55.82,33.22,14.55
2167,14.35,47.2,10.03,1.0
4579,23.17,40.31,10.19,8.34
282,24.84,46.5,37.43,23.5
3566,33.32,50.15,31.9,12.77
1317,42.37,54.86,57.69,40.45
4979,14.98,46.99,24.03,5.04
969,24.83,50.81,28.98,11.18
3127,44.23,37.6,49.06,24.54
3921,23.45,60.72,1.0,1.0
3167,43.74,32.24,52.03,33.28
3520,41.59,51.2,52.63,35.29
620,34.23,42.55,21.78,11.89
3347,44.07,60.52,46.23,17.62
1743,37.52,56.16,57.07,28.48
1391,29.52,39.52,42.03,16.76
4051,38.7,32.0,58.62,32.1
1848,17.04,47.34,19.47,6.29
1580,27.22,27.25,35.23,14.46
1656,30.98,67.41,27.21,13.4
2353,18.68,55.22,22.05,6.55
2213,15.02,34.66,26.91,13.32
2021,29.2,41.29,57.11,29.85
4973,38.3,56.86,48.82,23.55
1957,26.34,40.11,32.77,11.02
1308,22.73,55.62,9.54,6.98
2004,37.28,43.86,52.2,28.63
4456,33.83,46.84,49.99,25.18
576,35.59,56.81,51.75,27.93
4090,21.2,65.1,14.66,1.0
4320,13.17,39.6,15.6,3.95
4437,16.86,50.41,29.6,11.09
1707,37.11,29.23,58.17,26.52
3743,18.44,44.49,36.88,15.19
3471,6.15,39.42,5.68,4.16
1281,16.47,31.44,26.69,12.33
862,14.37,46.03,13.79,3.38
4146,28.47,32.62,34.21,22.48
1802,37.79,64.88,52.05,24.67
1629,16.18,65.82,1.45,1.0
1994,30.23,49.67,23.63,14.11
2640,36.77,39.05,49.38,27.85
270,11.68,35.49,18.61,7.25
630,30.65,35.1,47.69,19.07
3082,10.03,76.72,6.51,1.0
2335,2.09,61.87,1.0,1.0
2967,23.81,34.46,27.61,23.96
301,22.81,44.06,12.77,2.15
460,17.3,42.24,2.77,1.0
1448,22.41,70.01,12.83,5.94
1473,23.86,33.64,37.97,9.64
2047,32.98,67.67,35.82,8.9
4229,26.37,34.18,38.69,17.6
3765,34.64,42.59,38.58,18.15
2114,36.77,48.27,42.53,18.36
28,25.67,29.0,42.33,18.07
3840,15.97,46.04,14.57,8.95
4523,24.59,81.52,10.2,1.0
838,24.06,65.62,11.7,1.0
3827,27.31,37.42,37.74,22.23
2009,39.11,59.6,46.35,25.04
4908,26.93,48.29,27.67,8.8
504,24.71,47.78,43.48,11.22
3207,43.54,47.89,63.74,36.75
4305,31.51,46.15,49.43,32.43
381,28.96,42.35,39.23,25.87
1852,38.71,50.54,53.94,26.0
1526,36.59,59.95,24.12,10.36
2366,46.83,44.66,47.43,24.48
4148,39.38,51.44,48.06,25.18
3053,40.74,52.13,44.69,23.93
2885,26.3,72.01,32.54,4.19
2341,29.06,55.9,30.5,8.95
375,41.8,56.82,39.68,27.76
3261,17.67,36.39,26.54,14.97
2382,27.23,72.6,18.9,1.0
4310,59.76,41.59,69.63,42.41
940,22.21,45.74,29.61,11.41
4199,25.77,54.91,9.48,3.8
4166,44.01,17.3,52.64,37.58
2800,37.17,38.02,58.52,20.76
2148,28.4,62.04,33.98,6.92
3818,18.69,46.78,26.81,9.7
4541,26.97,49.7,29.91,10.2
4217,44.69,22.21,61.82,46.73
2069,41.61,46.62,75.31,36.65
530,35.54,65.98,36.3,16.72
4605,45.57,45.03,71.69,35.57
637,28.58,71.64,16.72,7.42
1270,28.38,46.86,25.65,9.61
186,44.81,45.01,60.78,26.73
4350,30.59,39.49,46.08,25.64
3180,20.52,39.19,39.69,19.47
3455,32.96,28.3,44.09,13.86
1798,31.13,60.44,30.25,9.86
2980,30.13,65.29,27.0,6.35
1442,43.92,50.95,52.17,23.21
3428,16.3,63.8,23.65,8.64
4875,14.0,49.64,17.28,2.96
1536,18.85,52.01,17.17,1.0
3444,18.73,19.26,23.99,3.45
1274,29.21,55.19,31.8,16.25
2468,25.0,53.02,31.59,15.49
608,33.89,38.4,34.67,13.16
3514,25.92,13.11,36.82,22.97
1713,28.56,39.57,17.4,14.14
2200,33.86,48.29,41.53,28.78
956,27.65,25.45,31.28,15.2
2580,36.36,41.42,49.66,31.57
3898,29.04,74.86,29.28,7.9
4426,33.67,29.07,30.79,22.01
3381,30.2,36.74,44.79,22.61
3686,45.23,54.52,56.97,33.98
404,19.06,44.68,11.84,1.0
2072,26.76,39.39,21.34,16.95
4756,37.56,40.48,41.95,21.04
1978,25.22,53.31,46.18,19.41
159,34.94,61.81,56.58,31.95
1749,39.94,73.35,47.86,7.41
2910,24.83,62.02,31.62,6.65
3535,30.09,25.99,53.19,32.72
903,43.63,69.49,54.49,26.9
353,32.69,30.2,47.81,24.27
1231,34.43,39.65,37.97,23.02
4671,26.07,50.77,26.49,13.86
2141,42.62,35.93,66.37,35.32
445,29.09,44.24,32.15,15.8
4949,44.92,46.57,67.36,48.24
755,42.61,41.81,61.7,37.52
1738,37.97,42.02,57.69,40.63
2972,25.71,43.33,26.2,14.38
4980,14.5,63.06,18.59,8.91
2921,36.73,53.08,44.28,21.88
312,37.51,42.06,57.08,37.91
549,26.55,36.72,30.53,15.8
4053,41.69,35.53,51.79,26.05
4762,21.96,66.74,15.39,1.0
1990,22.02,22.62,35.78,19.28
307,32.08,59.52,19.49,10.92
2336,16.85,34.13,28.65,4.04
695,30.27,41.41,34.07,19.11
2357,31.37,34.04,47.08,27.27
1928,42.9,51.84,70.76,43.44
685,21.83,41.61,19.38,3.9
750,19.03,18.85,37.21,19.35
4009,9.61,41.42,8.0,2.66
1267,32.96,38.19,50.39,38.36
3286,19.33,32.27,19.25,1.0
3530,42.11,44.14,62.16,36.24
4424,45.27,49.5,63.56,29.79
3985,51.49,36.56,62.09,37.77
3084,36.27,61.73,40.78,14.19
3062,24.0,67.27,23.28,1.0
3026,30.61,53.71,30.43,27.45
971,37.65,27.59,49.07,31.04
14,31.13,50.49,39.3,22.12
874,30.34,32.53,57.11,39.51
809,33.73,36.89,36.86,20.48
3199,19.97,32.07,18.25,18.84
515,30.69,56.26,37.5,13.26
4473,20.33,41.29,15.53,1.81
410,19.19,61.66,1.0,1.0
3409,35.14,44.24,43.56,27.4
4343,47.3,50.2,59.45,33.49
208,30.76,14.29,36.01,22.28
3692,44.15,30.98,74.69,47.67
459,20.89,53.85,21.95,15.5
3472,33.29,46.38,44.18,28.28
2431,13.4,43.43,13.8,1.0
3658,35.9,27.86,55.68,29.4
111,6.8,71.79,24.27,1.0
4590,13.57,64.5,11.32,1.0
4045,26.76,48.59,30.88,11.32
1884,40.79,45.83,55.72,30.37
1714,33.04,47.16,38.18,14.6
3959,36.58,50.77,41.81,11.99
3400,29.05,44.72,34.91,20.43
553,36.95,12.53,61.6,45.06
1440,9.31,82.77,1.35,1.0
2271,26.38,59.77,28.42,2.86
3145,35.41,49.84,38.15,20.5
2822,31.08,30.5,53.24,30.41
4782,34.31,49.91,38.48,18.5
1926,45.17,56.09,54.0,25.26
635,28.71,62.67,18.66,1.0
4806,23.73,50.15,14.65,1.0
317,34.34,28.97,51.43,31.29
4218,44.03,21.46,55.56,32.25
4700,12.5,56.66,1.0,1.0
1329,35.27,57.55,42.08,22.86
428,48.74,21.94,83.64,50.08
4375,34.87,35.91,41.4,22.44
106,37.14,69.23,46.81,16.7
3042,27.02,16.29,31.07,17.8
143,21.65,63.74,23.36,8.04
2170,37.64,62.57,42.62,29.18
3459,28.06,49.23,26.47,5.54
90,25.75,62.19,33.98,15.98
2919,27.0,45.09,8.57,1.0
3238,35.84,76.29,30.49,11.71
2242,33.81,75.83,49.6,16.58
3175,35.61,61.89,20.76,2.51
3413,35.19,54.54,29.2,7.4
2164,40.01,34.2,63.65,45.95
2637,31.74,54.49,23.66,9.83
1950,39.76,46.28,48.33,24.37
1769,37.37,38.17,24.87,16.94
4291,33.09,41.91,41.06,13.97
2273,13.8,46.6,14.52,1.0
2,15.92,37.0,13.7,1.0
3283,25.3,58.3,31.38,13.56
4958,30.3,46.29,23.45,1.64
1952,35.92,11.28,53.05,33.78
936,22.73,48.57,34.67,9.29
4297,28.17,59.73,12.86,8.9
2721,30.46,52.52,21.55,7.98
4448,22.96,40.87,36.38,19.62
1110,28.17,23.73,47.84,26.12
3961,20.27,40.5,36.24,19.27
592,38.13,14.41,75.71,42.63
1696,30.29,43.74,37.97,19.71
3451,16.65,27.13,30.51,14.47
2937,23.44,39.22,10.59,8.71
4205,30.56,61.64,58.41,20.17
3412,36.11,33.28,44.37,32.71
1577,49.06,50.74,62.19,41.54
3955,14.9,36.7,25.55,7.28
214,12.3,65.25,8.32,1.0
779,35.08,32.87,47.91,27.11
1416,42.45,45.05,55.69,33.01
3760,36.74,45.63,56.73,33.31
2044,23.63,31.87,49.58,28.49
2849,40.79,30.83,53.04,36.89
4538,33.31,44.78,28.19,13.34
3506,40.77,44.58,53.73,26.48
3814,18.16,27.41,17.42,14.69
1568,24.33,56.11,19.33,5.77
166,21.58,33.95,31.19,21.46
4715,15.01,23.51,24.01,10.07
4273,32.58,32.85,45.16,21.68
4927,46.85,48.66,63.55,37.12
1344,15.5,18.7,18.8,12.69
2014,45.52,15.32,71.19,46.81
274,21.35,43.15,9.33,8.45
72,25.43,36.8,42.64,18.21
3888,22.19,64.22,17.93,1.0
1088,12.27,50.25,26.03,1.28
395,38.12,14.57,57.61,34.78
584,6.43,52.34,4.61,1.0
1368,13.85,64.48,20.08,1.0
4988,36.53,33.31,40.83,24.74
4089,28.51,66.45,22.13,8.21
2549,33.95,60.22,49.46,19.04
1014,22.43,42.29,12.34,1.0
4898,9.42,34.83,12.25,3.49
3004,22.35,41.89,30.51,7.51
4789,25.19,9.37,25.08,19.67
4408,27.74,46.42,17.27,1.0
3533,21.11,73.87,17.88,1.0
1764,36.25,56.3,55.34,28.07
1876,31.22,45.63,36.58,22.9
1260,43.14,68.74,41.31,14.37
4531,42.52,51.27,56.06,26.83
2254,53.94,57.46,63.8,31.73
2782,42.75,21.88,67.53,41.74
3593,27.31,41.32,38.31,11.16
527,33.5,60.36,44.58,32.88
4264,34.31,24.48,56.38,35.45
2947,30.0,22.23,54.43,30.79
378,33.2,58.39,39.47,14.82
1560,31.07,32.07,32.58,21.97
3821,27.8,52.19,27.25,16.73
1964,45.41,84.18,52.48,30.9
4733,32.3,36.58,38.46,16.29
349,45.77,56.6,60.24,34.79
2435,26.74,72.75,22.29,9.33
2247,23.93,66.89,41.84,15.17
4167,46.32,34.4,57.29,33.88
1710,43.7,32.21,47.67,39.45
1051,26.23,47.55,23.95,11.01
591,42.54,66.01,43.21,20.62
520,17.57,77.54,1.0,1.0
4753,21.96,65.33,19.97,9.82
4309,24.0,80.92,18.79,1.0
2478,23.92,60.16,18.2,4.95
1084,22.01,49.79,12.18,5.48
3589,13.76,62.33,13.67,1.0
4779,42.2,64.75,30.74,8.61
4510,22.79,48.29,28.69,12.17
1295,16.16,69.65,6.04,1.0
1810,46.28,38.42,62.75,37.79
792,10.95,34.29,13.49,1.0
793,16.23,53.51,27.68,3.72
4115,45.34,19.51,59.42,40.7
1856,33.31,63.56,32.0,10.22
4758,19.22,53.69,31.92,12.3
1981,38.67,34.93,64.1,33.65
3234,37.17,15.49,61.08,39.71
3909,37.4,48.14,43.14,19.17
4985,25.88,32.98,24.15,8.2
3329,37.3,35.81,66.8,35.01
1531,30.18,72.29,32.83,19.42
1411,10.12,50.35,4.36,1.0
4295,32.83,37.78,32.66,16.06
4649,33.51,35.15,57.82,35.45
84,26.51,48.95,32.69,13.61
869,19.22,18.79,31.73,21.1
2351,26.3,18.67,36.56,20.1
21,60.72,31.88,91.52,64.09
3425,32.63,67.36,42.3,16.77
2796,16.63,33.77,30.12,15.73
4573,31.88,55.79,47.44,19.34
1563,51.4,40.34,74.62,44.65
3094,27.36,32.9,52.07,24.94
3156,27.87,54.29,30.45,16.18
974,34.39,49.27,50.23,34.28
1711,8.87,46.27,2.1,7.79
3202,32.88,54.94,39.55,20.6
4372,23.32,41.73,41.15,13.96
4820,25.48,28.56,34.9,14.94
1099,21.23,31.09,18.54,14.46
4162,36.94,32.41,51.34,36.69
2845,41.32,56.02,45.59,21.57
887,28.08,50.43,58.22,33.85
4932,28.62,52.7,18.35,9.45
3679,27.4,34.11,53.9,34.24
4581,17.2,59.12,13.79,1.0
3567,24.6,53.41,26.77,8.43
4402,47.35,35.39,55.59,29.9
516,14.44,40.66,16.6,10.67
4621,43.06,77.47,56.87,22.81
738,25.87,68.92,9.54,1.0
1454,5.79,48.95,1.0,1.0
3972,24.81,54.67,33.46,19.42
4701,32.55,41.02,30.46,13.07
2507,35.86,49.93,38.26,30.14
2995,38.63,54.78,45.25,18.67
2127,50.31,52.36,74.1,44.47
2927,36.95,19.38,45.28,26.39
4746,6.65,42.29,18.64,6.04
907,29.22,62.74,36.81,18.25
3648,23.51,22.1,40.07,26.49
1031,17.75,43.9,26.79,10.5
2508,33.06,27.09,52.4,27.41
2429,37.39,35.87,51.77,31.15
948,35.65,67.45,25.05,1.0
3807,9.73,59.33,1.0,1.0
4755,25.93,24.64,44.78,25.46
716,18.31,43.07,16.87,8.44
4056,9.91,43.67,33.27,16.93
687,24.2,47.96,25.29,5.96
704,48.2,45.14,56.96,24.55
3342,34.47,72.64,26.47,1.0
2354,25.74,23.18,24.1,15.15
2258,40.64,45.33,38.11,22.64
3552,30.31,39.44,29.44,14.4
474,26.63,52.62,45.6,18.85
22,19.46,62.09,20.88,1.0
2753,22.56,74.2,25.21,20.26
886,33.37,71.24,37.13,10.28
2449,24.7,41.3,29.3,9.94
918,20.84,51.85,25.56,1.25
3758,19.82,52.48,31.39,6.8
3752,32.97,32.07,41.46,23.15
2240,33.2,38.31,39.73,24.71
3845,28.48,50.69,26.23,14.1
3396,42.05,47.98,52.97,24.07
1266,35.41,64.69,29.6,18.0
484,28.74,29.1,48.45,31.7
4338,15.32,49.6,23.31,6.32
2964,34.16,40.24,58.69,32.46
1220,32.63,33.13,70.09,37.47
278,38.43,46.4,37.18,12.86
989,51.76,49.74,69.66,35.19
2085,43.18,59.42,43.91,23.67
1246,23.29,32.25,31.61,18.86
2383,37.8,37.18,23.26,14.69
572,41.14,17.32,71.08,48.97
1436,22.66,30.48,26.68,13.81
994,16.46,39.88,7.6,5.39
3931,47.9,1.92,68.54,45.01
3448,19.43,78.65,19.19,2.09
586,33.4,39.4,23.9,6.65
3659,38.94,44.77,32.92,21.51
2515,20.21,47.54,32.96,13.33
1350,28.01,54.3,35.49,17.89
1008,27.62,26.82,26.94,12.07
675,36.25,23.18,40.2,32.96
2413,35.39,14.51,59.84,42.91
2904,25.06,20.63,30.89,16.37
448,25.23,40.38,26.72,10.26
3835,16.72,58.24,20.13,1.74
3759,24.97,43.28,17.31,9.31
3704,21.4,17.18,20.76,13.36
360,27.02,30.3,37.66,19.06
2065,17.78,38.01,16.77,1.0
4450,33.12,60.07,27.33,10.31
3811,36.79,53.17,51.09,16.27
1691,21.27,50.92,26.54,1.0
4327,31.77,38.86,65.51,37.43
1549,23.52,54.3,21.26,15.15
1248,33.34,58.05,38.19,19.34
1986,35.15,39.15,49.3,26.29
295,35.17,63.54,39.23,17.44
1548,18.31,42.82,14.18,1.84
2013,22.63,40.28,24.14,13.27
589,16.02,52.39,1.0,1.0
3330,39.71,17.64,47.5,29.92
2404,41.87,18.26,48.95,27.4
2130,40.77,59.0,48.77,16.13
4389,38.45,39.67,43.42,25.51
2411,17.73,44.13,20.39,10.86
2720,24.25,26.9,38.17,25.8
426,26.13,66.47,35.6,12.47
2583,24.06,64.41,12.2,1.9
1055,20.58,68.83,25.64,9.34
3967,37.67,36.7,32.15,14.44
4563,11.53,54.71,17.52,1.0
557,36.53,28.55,61.56,35.96
4359,51.38,75.32,57.35,33.84
3939,23.0,59.2,26.61,9.94
4713,16.32,54.56,20.33,5.1
2470,41.09,29.39,64.74,39.67
4711,33.6,71.82,34.42,7.61
356,39.63,50.1,52.71,27.1
1194,35.41,48.73,45.38,25.63
1717,26.05,51.24,28.39,2.95
3417,40.95,59.78,39.4,18.76
2605,33.79,36.38,36.35,12.82
4130,41.49,27.02,73.85,39.27
2829,24.78,44.05,33.66,7.75
1705,5.95,22.47,21.73,15.46
2864,30.96,45.4,45.8,15.42
